PRED|NP_001308413.1_small_ribosomal_subunit_protein_eS19_isoform_1_[Homo_sapiens]|0.68|0.74	e781ac8459e0911d297be92aa84ca935	120	Gene3D	G3DSA:1.10.10.10	-	1	119	1.1E-60	T	28-11-2025	IPR036388	Winged helix-like DNA-binding domain superfamily	-
PRED|NP_001308413.1_small_ribosomal_subunit_protein_eS19_isoform_1_[Homo_sapiens]|0.68|0.74	e781ac8459e0911d297be92aa84ca935	120	FunFam	G3DSA:1.10.10.10:FF:000118	40S ribosomal protein S19	1	117	2.7E-51	T	28-11-2025	-	-	-
PRED|NP_001308413.1_small_ribosomal_subunit_protein_eS19_isoform_1_[Homo_sapiens]|0.68|0.74	e781ac8459e0911d297be92aa84ca935	120	PANTHER	PTHR11710	40S RIBOSOMAL PROTEIN S19	2	117	1.1E-51	T	28-11-2025	IPR001266	Small ribosomal subunit protein eS19	GO:0000028(PANTHER)|GO:0003723(PANTHER)|GO:0003735(InterPro)|GO:0003735(PANTHER)|GO:0005840(InterPro)|GO:0006412(InterPro)|GO:0022627(PANTHER)
PRED|NP_001308413.1_small_ribosomal_subunit_protein_eS19_isoform_1_[Homo_sapiens]|0.68|0.74	e781ac8459e0911d297be92aa84ca935	120	SMART	SM01413	Ribosomal_S19e_2	2	116	4.3E-65	T	28-11-2025	IPR001266	Small ribosomal subunit protein eS19	GO:0003735(InterPro)|GO:0005840(InterPro)|GO:0006412(InterPro)
PRED|NP_001308413.1_small_ribosomal_subunit_protein_eS19_isoform_1_[Homo_sapiens]|0.68|0.74	e781ac8459e0911d297be92aa84ca935	120	Pfam	PF01090	Ribosomal protein S19e	2	114	1.1E-42	T	28-11-2025	IPR001266	Small ribosomal subunit protein eS19	GO:0003735(InterPro)|GO:0005840(InterPro)|GO:0006412(InterPro)
PRED|NP_001308413.1_small_ribosomal_subunit_protein_eS19_isoform_1_[Homo_sapiens]|0.68|0.74	e781ac8459e0911d297be92aa84ca935	120	SUPERFAMILY	SSF46785	"Winged helix" DNA-binding domain	2	115	1.52E-47	T	28-11-2025	IPR036390	Winged helix DNA-binding domain superfamily	-
PRED|XP_063130336.1_serum_amyloid_A-3_protein_isoform_X1_[Rattus_norvegicus]|0.99|0.9	f2ebf0433410c21b1a1aa105e30f13dd	101	SMART	SM00197	SAA_2	1	101	9.4E-72	T	28-11-2025	IPR000096	Serum amyloid A protein	GO:0005576(InterPro)
PRED|XP_063130336.1_serum_amyloid_A-3_protein_isoform_X1_[Rattus_norvegicus]|0.99|0.9	f2ebf0433410c21b1a1aa105e30f13dd	101	PRINTS	PR00306	Serum amyloid A protein signature	3	22	1.6E-31	T	28-11-2025	IPR000096	Serum amyloid A protein	GO:0005576(InterPro)
PRED|XP_063130336.1_serum_amyloid_A-3_protein_isoform_X1_[Rattus_norvegicus]|0.99|0.9	f2ebf0433410c21b1a1aa105e30f13dd	101	PRINTS	PR00306	Serum amyloid A protein signature	23	42	1.6E-31	T	28-11-2025	IPR000096	Serum amyloid A protein	GO:0005576(InterPro)
PRED|XP_063130336.1_serum_amyloid_A-3_protein_isoform_X1_[Rattus_norvegicus]|0.99|0.9	f2ebf0433410c21b1a1aa105e30f13dd	101	PRINTS	PR00306	Serum amyloid A protein signature	43	63	1.6E-31	T	28-11-2025	IPR000096	Serum amyloid A protein	GO:0005576(InterPro)
PRED|XP_063130336.1_serum_amyloid_A-3_protein_isoform_X1_[Rattus_norvegicus]|0.99|0.9	f2ebf0433410c21b1a1aa105e30f13dd	101	Pfam	PF00277	Serum amyloid A protein	2	101	1.1E-47	T	28-11-2025	IPR000096	Serum amyloid A protein	GO:0005576(InterPro)
PRED|XP_063130336.1_serum_amyloid_A-3_protein_isoform_X1_[Rattus_norvegicus]|0.99|0.9	f2ebf0433410c21b1a1aa105e30f13dd	101	Gene3D	G3DSA:1.10.132.110	Serum amyloid A protein	1	101	1.2E-48	T	28-11-2025	-	-	-
PRED|XP_063130336.1_serum_amyloid_A-3_protein_isoform_X1_[Rattus_norvegicus]|0.99|0.9	f2ebf0433410c21b1a1aa105e30f13dd	101	PIRSF	PIRSF002472	Amyloid_prot_SAA	1	101	2.4E-58	T	28-11-2025	IPR000096	Serum amyloid A protein	GO:0005576(InterPro)
PRED|XP_063130336.1_serum_amyloid_A-3_protein_isoform_X1_[Rattus_norvegicus]|0.99|0.9	f2ebf0433410c21b1a1aa105e30f13dd	101	PANTHER	PTHR23424	SERUM AMYLOID A	12	101	1.8E-25	T	28-11-2025	IPR052464	Synovial Proliferation Regulator	-
PRED|XP_063130336.1_serum_amyloid_A-3_protein_isoform_X1_[Rattus_norvegicus]|0.99|0.9	f2ebf0433410c21b1a1aa105e30f13dd	101	FunFam	G3DSA:1.10.132.110:FF:000001	Serum amyloid A protein	1	101	2.3E-55	T	28-11-2025	-	-	-
PRED|NP_001389030.1_serum_amyloid_A-3_protein_precursor_[Rattus_norvegicus]|0.99|0.9	f2ebf0433410c21b1a1aa105e30f13dd	101	SMART	SM00197	SAA_2	1	101	9.4E-72	T	28-11-2025	IPR000096	Serum amyloid A protein	GO:0005576(InterPro)
PRED|NP_001389030.1_serum_amyloid_A-3_protein_precursor_[Rattus_norvegicus]|0.99|0.9	f2ebf0433410c21b1a1aa105e30f13dd	101	PRINTS	PR00306	Serum amyloid A protein signature	3	22	1.6E-31	T	28-11-2025	IPR000096	Serum amyloid A protein	GO:0005576(InterPro)
PRED|NP_001389030.1_serum_amyloid_A-3_protein_precursor_[Rattus_norvegicus]|0.99|0.9	f2ebf0433410c21b1a1aa105e30f13dd	101	PRINTS	PR00306	Serum amyloid A protein signature	23	42	1.6E-31	T	28-11-2025	IPR000096	Serum amyloid A protein	GO:0005576(InterPro)
PRED|NP_001389030.1_serum_amyloid_A-3_protein_precursor_[Rattus_norvegicus]|0.99|0.9	f2ebf0433410c21b1a1aa105e30f13dd	101	PRINTS	PR00306	Serum amyloid A protein signature	43	63	1.6E-31	T	28-11-2025	IPR000096	Serum amyloid A protein	GO:0005576(InterPro)
PRED|NP_001389030.1_serum_amyloid_A-3_protein_precursor_[Rattus_norvegicus]|0.99|0.9	f2ebf0433410c21b1a1aa105e30f13dd	101	Pfam	PF00277	Serum amyloid A protein	2	101	1.1E-47	T	28-11-2025	IPR000096	Serum amyloid A protein	GO:0005576(InterPro)
PRED|NP_001389030.1_serum_amyloid_A-3_protein_precursor_[Rattus_norvegicus]|0.99|0.9	f2ebf0433410c21b1a1aa105e30f13dd	101	Gene3D	G3DSA:1.10.132.110	Serum amyloid A protein	1	101	1.2E-48	T	28-11-2025	-	-	-
PRED|NP_001389030.1_serum_amyloid_A-3_protein_precursor_[Rattus_norvegicus]|0.99|0.9	f2ebf0433410c21b1a1aa105e30f13dd	101	PIRSF	PIRSF002472	Amyloid_prot_SAA	1	101	2.4E-58	T	28-11-2025	IPR000096	Serum amyloid A protein	GO:0005576(InterPro)
PRED|NP_001389030.1_serum_amyloid_A-3_protein_precursor_[Rattus_norvegicus]|0.99|0.9	f2ebf0433410c21b1a1aa105e30f13dd	101	PANTHER	PTHR23424	SERUM AMYLOID A	12	101	1.8E-25	T	28-11-2025	IPR052464	Synovial Proliferation Regulator	-
PRED|NP_001389030.1_serum_amyloid_A-3_protein_precursor_[Rattus_norvegicus]|0.99|0.9	f2ebf0433410c21b1a1aa105e30f13dd	101	FunFam	G3DSA:1.10.132.110:FF:000001	Serum amyloid A protein	1	101	2.3E-55	T	28-11-2025	-	-	-
DATABASE|AP00593	ee6ae85b9e44cb18babf489011eff4aa	24	Pfam	PF08018	Frog antimicrobial peptide	1	24	4.2E-9	T	28-11-2025	IPR012520	Frog antimicrobial peptide, brevinin-1 type	GO:0098542(InterPro)
PRED|NP_504565.1_Cystatin_cpi-2_[Caenorhabditis_elegans]|0.55|0.7	e276683fd5c433efacb50ad0bd272fa8	104	Gene3D	G3DSA:3.10.450.10	-	1	100	1.8E-23	T	28-11-2025	-	-	-
PRED|NP_504565.1_Cystatin_cpi-2_[Caenorhabditis_elegans]|0.55|0.7	e276683fd5c433efacb50ad0bd272fa8	104	CDD	cd00042	CY	3	92	3.34084E-13	T	28-11-2025	IPR000010	Cystatin domain	GO:0004869(InterPro)
PRED|NP_504565.1_Cystatin_cpi-2_[Caenorhabditis_elegans]|0.55|0.7	e276683fd5c433efacb50ad0bd272fa8	104	PANTHER	PTHR46186	CYSTATIN	3	102	3.0E-17	T	28-11-2025	-	-	GO:0004869(PANTHER)|GO:0005615(PANTHER)|GO:0005737(PANTHER)|GO:0031982(PANTHER)|GO:2000117(PANTHER)
PRED|NP_504565.1_Cystatin_cpi-2_[Caenorhabditis_elegans]|0.55|0.7	e276683fd5c433efacb50ad0bd272fa8	104	Pfam	PF00031	Cystatin domain	5	97	8.9E-4	T	28-11-2025	IPR000010	Cystatin domain	GO:0004869(InterPro)
PRED|NP_504565.1_Cystatin_cpi-2_[Caenorhabditis_elegans]|0.55|0.7	e276683fd5c433efacb50ad0bd272fa8	104	SUPERFAMILY	SSF54403	Cystatin/monellin	3	93	3.4E-18	T	28-11-2025	IPR046350	Cystatin superfamily	-
DATABASE|AP00339	68749663b647f10c8074f0d6f4732873	25	Pfam	PF08107	Pleurocidin family	1	20	9.3E-4	T	28-11-2025	IPR012515	Pleurocidin	GO:0042742(InterPro)
PRED|XP_003221125.1_matrix_Gla_protein_[Anolis_carolinensis]|0.67|0.8	0d6ef169d0252695c7ddf7d3deb13078	72	PRINTS	PR00002	Bone matrix GLA domain signature	38	54	5.2E-5	T	28-11-2025	IPR002384	Osteocalcin/matrix Gla protein	GO:0005576(InterPro)|GO:0030500(InterPro)
PRED|XP_003221125.1_matrix_Gla_protein_[Anolis_carolinensis]|0.67|0.8	0d6ef169d0252695c7ddf7d3deb13078	72	PRINTS	PR00002	Bone matrix GLA domain signature	57	67	5.2E-5	T	28-11-2025	IPR002384	Osteocalcin/matrix Gla protein	GO:0005576(InterPro)|GO:0030500(InterPro)
PRED|XP_003221125.1_matrix_Gla_protein_[Anolis_carolinensis]|0.67|0.8	0d6ef169d0252695c7ddf7d3deb13078	72	PANTHER	PTHR10109	MATRIX GLA PROTEIN	2	72	1.8E-22	T	28-11-2025	IPR027118	Matrix Gla protein	GO:0031012(PANTHER)|GO:0031012(InterPro)
PRED|XP_003221125.1_matrix_Gla_protein_[Anolis_carolinensis]|0.67|0.8	0d6ef169d0252695c7ddf7d3deb13078	72	SMART	SM00069	gla_3	1	67	5.3E-8	T	28-11-2025	IPR000294	Gamma-carboxyglutamic acid-rich (GLA) domain	GO:0005509(InterPro)|GO:0005576(InterPro)
PRED|XP_003221125.1_matrix_Gla_protein_[Anolis_carolinensis]|0.67|0.8	0d6ef169d0252695c7ddf7d3deb13078	72	SUPERFAMILY	SSF57630	GLA-domain	35	69	5.89E-12	T	28-11-2025	IPR035972	Gamma-carboxyglutamic acid-rich (GLA) domain superfamily	GO:0005509(InterPro)|GO:0005576(InterPro)
PRED|XP_062838934.1_matrix_Gla_protein_[Anolis_carolinensis]|0.67|0.8	0d6ef169d0252695c7ddf7d3deb13078	72	PRINTS	PR00002	Bone matrix GLA domain signature	38	54	5.2E-5	T	28-11-2025	IPR002384	Osteocalcin/matrix Gla protein	GO:0005576(InterPro)|GO:0030500(InterPro)
PRED|XP_062838934.1_matrix_Gla_protein_[Anolis_carolinensis]|0.67|0.8	0d6ef169d0252695c7ddf7d3deb13078	72	PRINTS	PR00002	Bone matrix GLA domain signature	57	67	5.2E-5	T	28-11-2025	IPR002384	Osteocalcin/matrix Gla protein	GO:0005576(InterPro)|GO:0030500(InterPro)
PRED|XP_062838934.1_matrix_Gla_protein_[Anolis_carolinensis]|0.67|0.8	0d6ef169d0252695c7ddf7d3deb13078	72	PANTHER	PTHR10109	MATRIX GLA PROTEIN	2	72	1.8E-22	T	28-11-2025	IPR027118	Matrix Gla protein	GO:0031012(PANTHER)|GO:0031012(InterPro)
PRED|XP_062838934.1_matrix_Gla_protein_[Anolis_carolinensis]|0.67|0.8	0d6ef169d0252695c7ddf7d3deb13078	72	SMART	SM00069	gla_3	1	67	5.3E-8	T	28-11-2025	IPR000294	Gamma-carboxyglutamic acid-rich (GLA) domain	GO:0005509(InterPro)|GO:0005576(InterPro)
PRED|XP_062838934.1_matrix_Gla_protein_[Anolis_carolinensis]|0.67|0.8	0d6ef169d0252695c7ddf7d3deb13078	72	SUPERFAMILY	SSF57630	GLA-domain	35	69	5.89E-12	T	28-11-2025	IPR035972	Gamma-carboxyglutamic acid-rich (GLA) domain superfamily	GO:0005509(InterPro)|GO:0005576(InterPro)
DATABASE|AP00654	8f59b3811947aaecacade5c97c059a74	28	Pfam	PF08023	Frog antimicrobial peptide	1	28	5.2E-6	T	28-11-2025	IPR012521	Frog antimicrobial peptide, brevinin-2/esculentin type	GO:0005576(InterPro)|GO:0006952(InterPro)
PRED|XP_006351824.1_uncharacterized_protein_[Solanum_tuberosum]|1.0|0.94	f2789e952cd07eac4a360f39a8fad5b9	45	PANTHER	PTHR37183	PLANT THIONIN FAMILY PROTEIN	1	44	1.1E-15	T	28-11-2025	-	-	-
PRED|XP_003579021.1_probable_non-specific_lipid-transfer_protein_3_[Brachypodium_distachyon]|0.99|0.93	198fc9f91cacdc41b1882d0baa690974	93	Gene3D	G3DSA:1.10.110.10	-	1	93	2.1E-31	T	28-11-2025	IPR036312	Bifunctional inhibitor/plant lipid transfer protein/seed storage helical domain superfamily	-
PRED|XP_003579021.1_probable_non-specific_lipid-transfer_protein_3_[Brachypodium_distachyon]|0.99|0.93	198fc9f91cacdc41b1882d0baa690974	93	Pfam	PF00234	Protease inhibitor/seed storage/LTP family	4	89	1.1E-11	T	28-11-2025	IPR016140	Bifunctional inhibitor/plant lipid transfer protein/seed storage helical domain	-
PRED|XP_003579021.1_probable_non-specific_lipid-transfer_protein_3_[Brachypodium_distachyon]|0.99|0.93	198fc9f91cacdc41b1882d0baa690974	93	SMART	SM00499	aai_6	4	89	3.2E-14	T	28-11-2025	IPR016140	Bifunctional inhibitor/plant lipid transfer protein/seed storage helical domain	-
PRED|XP_003579021.1_probable_non-specific_lipid-transfer_protein_3_[Brachypodium_distachyon]|0.99|0.93	198fc9f91cacdc41b1882d0baa690974	93	FunFam	G3DSA:1.10.110.10:FF:000002	Non-specific lipid-transfer protein	1	93	6.1E-39	T	28-11-2025	-	-	-
PRED|XP_003579021.1_probable_non-specific_lipid-transfer_protein_3_[Brachypodium_distachyon]|0.99|0.93	198fc9f91cacdc41b1882d0baa690974	93	PANTHER	PTHR33076	NON-SPECIFIC LIPID-TRANSFER PROTEIN 2-RELATED	1	91	1.1E-30	T	28-11-2025	IPR000528	Plant non-specific lipid-transfer protein/Par allergen	GO:0006869(InterPro)|GO:0008289(InterPro)
PRED|XP_003579021.1_probable_non-specific_lipid-transfer_protein_3_[Brachypodium_distachyon]|0.99|0.93	198fc9f91cacdc41b1882d0baa690974	93	PRINTS	PR00382	Plant phospholipid transfer protein signature	62	79	3.7E-30	T	28-11-2025	IPR000528	Plant non-specific lipid-transfer protein/Par allergen	GO:0006869(InterPro)|GO:0008289(InterPro)
PRED|XP_003579021.1_probable_non-specific_lipid-transfer_protein_3_[Brachypodium_distachyon]|0.99|0.93	198fc9f91cacdc41b1882d0baa690974	93	PRINTS	PR00382	Plant phospholipid transfer protein signature	80	91	3.7E-30	T	28-11-2025	IPR000528	Plant non-specific lipid-transfer protein/Par allergen	GO:0006869(InterPro)|GO:0008289(InterPro)
PRED|XP_003579021.1_probable_non-specific_lipid-transfer_protein_3_[Brachypodium_distachyon]|0.99|0.93	198fc9f91cacdc41b1882d0baa690974	93	PRINTS	PR00382	Plant phospholipid transfer protein signature	3	19	3.7E-30	T	28-11-2025	IPR000528	Plant non-specific lipid-transfer protein/Par allergen	GO:0006869(InterPro)|GO:0008289(InterPro)
PRED|XP_003579021.1_probable_non-specific_lipid-transfer_protein_3_[Brachypodium_distachyon]|0.99|0.93	198fc9f91cacdc41b1882d0baa690974	93	PRINTS	PR00382	Plant phospholipid transfer protein signature	24	38	3.7E-30	T	28-11-2025	IPR000528	Plant non-specific lipid-transfer protein/Par allergen	GO:0006869(InterPro)|GO:0008289(InterPro)
PRED|XP_003579021.1_probable_non-specific_lipid-transfer_protein_3_[Brachypodium_distachyon]|0.99|0.93	198fc9f91cacdc41b1882d0baa690974	93	PRINTS	PR00382	Plant phospholipid transfer protein signature	45	60	3.7E-30	T	28-11-2025	IPR000528	Plant non-specific lipid-transfer protein/Par allergen	GO:0006869(InterPro)|GO:0008289(InterPro)
PRED|XP_003579021.1_probable_non-specific_lipid-transfer_protein_3_[Brachypodium_distachyon]|0.99|0.93	198fc9f91cacdc41b1882d0baa690974	93	SUPERFAMILY	SSF47699	Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin	1	92	2.69E-28	T	28-11-2025	IPR036312	Bifunctional inhibitor/plant lipid transfer protein/seed storage helical domain superfamily	-
PRED|XP_003579021.1_probable_non-specific_lipid-transfer_protein_3_[Brachypodium_distachyon]|0.99|0.93	198fc9f91cacdc41b1882d0baa690974	93	CDD	cd01960	nsLTP1	2	90	3.35307E-38	T	28-11-2025	-	-	-
DATABASE|AP00835	ed5981f61975f0483dd9c92ee4a0a1b5	43	Pfam	PF06451	Moricin	1	39	1.3E-15	T	28-11-2025	IPR009456	Moricin family	GO:0005576(InterPro)|GO:0042742(InterPro)
DATABASE|AP00835	ed5981f61975f0483dd9c92ee4a0a1b5	43	Gene3D	G3DSA:1.20.5.750	Moricin domain	1	42	1.3E-23	T	28-11-2025	IPR037043	Moricin domain superfamily	GO:0005576(InterPro)|GO:0042742(InterPro)
DATABASE|CAMPSQ900_Holotricin-2	1d93267f0fd487b847e634bd580c5f35	72	Pfam	PF06286	Coleoptericin	1	72	1.2E-43	T	28-11-2025	IPR009382	Coleoptericin	GO:0005576(InterPro)|GO:0042742(InterPro)
PRED|XP_009051261.1_hypothetical_protein_LOTGIDRAFT_174425_[Lottia_gigantea]|0.9|0.7	823423f2126aecb50cddd52131b20114	89	Gene3D	G3DSA:2.10.80.10	Lipase, subunit A	1	78	1.2E-6	T	28-11-2025	-	-	-
DATABASE|AP00844	249aafcb1850c02371455f85e9f7d6cd	44	Gene3D	G3DSA:1.20.5.130	-	1	43	6.8E-21	T	28-11-2025	IPR023388	Bacteriocin class IIa domain superfamily	-
DATABASE|AP00844	249aafcb1850c02371455f85e9f7d6cd	44	Pfam	PF01721	Class II bacteriocin	1	35	1.6E-7	T	28-11-2025	IPR002633	Bacteriocin, class IIa	GO:0005576(InterPro)|GO:0042742(InterPro)
PRED|NP_776246.1_sperm_acrosome_membrane-associated_protein_3_isoform_1_[Homo_sapiens]|0.84|0.72	1d5300fa6a5cb903d88ec04a0eeada1a	59	PANTHER	PTHR11407	LYSOZYME C	3	59	9.1E-10	T	28-11-2025	IPR001916	Glycoside hydrolase, family 22	GO:0001669(PANTHER)|GO:0007342(PANTHER)|GO:0036126(PANTHER)
PRED|NP_776246.1_sperm_acrosome_membrane-associated_protein_3_isoform_1_[Homo_sapiens]|0.84|0.72	1d5300fa6a5cb903d88ec04a0eeada1a	59	Gene3D	G3DSA:1.10.530.10	-	1	59	3.5E-12	T	28-11-2025	-	-	-
PRED|NP_776246.1_sperm_acrosome_membrane-associated_protein_3_isoform_1_[Homo_sapiens]|0.84|0.72	1d5300fa6a5cb903d88ec04a0eeada1a	59	SUPERFAMILY	SSF53955	Lysozyme-like	3	57	1.85E-13	T	28-11-2025	IPR023346	Lysozyme-like domain superfamily	-
PRED|XP_046454301.1_glycine-rich_cell_wall_structural_protein-like_isoform_X2_[Daphnia_pulex]|0.82|0.94	38f3685b2ab6c8a46a59bd143f97145f	100	PANTHER	PTHR35388	-	23	100	2.3E-9	T	28-11-2025	-	-	-
PRED|XP_006357544.1_uncharacterized_protein_[Solanum_tuberosum]|0.92|0.81	b918ddaf7cbbd90ad167718c98a5df5c	63	PANTHER	PTHR33090	DUF3774 DOMAIN PROTEIN-RELATED	1	63	2.8E-25	T	28-11-2025	IPR022251	Protein of unknown function wound-induced	-
PRED|XP_006357544.1_uncharacterized_protein_[Solanum_tuberosum]|0.92|0.81	b918ddaf7cbbd90ad167718c98a5df5c	63	Pfam	PF12609	Wound-induced protein	1	62	3.1E-23	T	28-11-2025	IPR022251	Protein of unknown function wound-induced	-
PRED|NP_849868.1_expansin_A1_[Arabidopsis_thaliana]|0.51|0.72	e10efecb3c232d6a97723da2b2639bbd	210	Gene3D	G3DSA:2.60.40.760	-	137	209	3.0E-17	T	28-11-2025	IPR036749	Expansin, cellulose-binding-like domain superfamily	-
PRED|NP_849868.1_expansin_A1_[Arabidopsis_thaliana]|0.51|0.72	e10efecb3c232d6a97723da2b2639bbd	210	SUPERFAMILY	SSF49590	PHL pollen allergen	140	206	3.79E-22	T	28-11-2025	IPR036749	Expansin, cellulose-binding-like domain superfamily	-
PRED|NP_849868.1_expansin_A1_[Arabidopsis_thaliana]|0.51|0.72	e10efecb3c232d6a97723da2b2639bbd	210	CDD	cd22274	DPBB_EXPA_N	8	131	2.43664E-87	T	28-11-2025	-	-	-
PRED|NP_849868.1_expansin_A1_[Arabidopsis_thaliana]|0.51|0.72	e10efecb3c232d6a97723da2b2639bbd	210	Gene3D	G3DSA:2.40.40.10	-	2	131	7.0E-41	T	28-11-2025	IPR036908	RlpA-like domain superfamily	-
PRED|NP_849868.1_expansin_A1_[Arabidopsis_thaliana]|0.51|0.72	e10efecb3c232d6a97723da2b2639bbd	210	PANTHER	PTHR31867	EXPANSIN-A15	6	208	2.0E-95	T	28-11-2025	IPR002963	Expansin	GO:0009664(InterPro)
PRED|NP_849868.1_expansin_A1_[Arabidopsis_thaliana]|0.51|0.72	e10efecb3c232d6a97723da2b2639bbd	210	FunFam	G3DSA:2.40.40.10:FF:000001	Expansin	1	132	1.4E-74	T	28-11-2025	-	-	-
PRED|NP_849868.1_expansin_A1_[Arabidopsis_thaliana]|0.51|0.72	e10efecb3c232d6a97723da2b2639bbd	210	SMART	SM00837	dpbb_1	44	126	2.7E-51	T	28-11-2025	IPR007112	Expansin/pollen allergen, DPBB domain	-
PRED|NP_849868.1_expansin_A1_[Arabidopsis_thaliana]|0.51|0.72	e10efecb3c232d6a97723da2b2639bbd	210	PRINTS	PR01225	Expansin/Lol pI family signature	119	135	7.9E-27	T	28-11-2025	IPR007118	Expansin/Lol pI	GO:0005576(InterPro)
PRED|NP_849868.1_expansin_A1_[Arabidopsis_thaliana]|0.51|0.72	e10efecb3c232d6a97723da2b2639bbd	210	PRINTS	PR01225	Expansin/Lol pI family signature	8	23	7.9E-27	T	28-11-2025	IPR007118	Expansin/Lol pI	GO:0005576(InterPro)
